,,,,name_handle,,subscribers,1 post reach,citation index
10.6k,,drop,,#VALUE!,,1 post reach,citation index,Оптимистка в штатском 🇷🇺44 718 subscribersBlogs
1 post reach,,drop,,#VALUE!,,271.1,#84,44 718
271.1,,drop,,#VALUE!,,citation index,Оптимистка в штатском 🇷🇺44 718 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#84,44 718,17.1k
#84,,drop,,#VALUE!,,Оптимистка в штатском 🇷🇺44 718 subscribersBlogs,subscribers,1 post reach
Оптимистка в штатском 🇷🇺44 718 subscribersBlogs,https://tgstat.ru/en/channel/@optimistkavshtatskom/stat,https://tgstat.ru/en/channel/,optimistkavshtatskom/stat,optimistkavshtatskom,stat,44 718,17.1k,270.7
44 718,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,17.1k,270.7,#85
17.1k,,drop,,#VALUE!,,1 post reach,citation index,РАZVЕДКА ЮВО127 871 subscribersBlogs
1 post reach,,drop,,#VALUE!,,270.7,#85,127 871
270.7,,drop,,#VALUE!,,citation index,РАZVЕДКА ЮВО127 871 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#85,127 871,147.1k
#85,,drop,,#VALUE!,,РАZVЕДКА ЮВО127 871 subscribersBlogs,subscribers,1 post reach
РАZVЕДКА ЮВО127 871 subscribersBlogs,https://tgstat.ru/en/channel/@razvedkavperedZ/stat,https://tgstat.ru/en/channel/,razvedkavperedZ/stat,razvedkavperedZ,stat,127 871,147.1k,270
127 871,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,147.1k,270,#86
147.1k,,drop,,#VALUE!,,1 post reach,citation index,Мам ну не читай18 808 subscribersBlogs
1 post reach,,drop,,#VALUE!,,270,#86,18 808
270,,drop,,#VALUE!,,citation index,Мам ну не читай18 808 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#86,18 808,1.8k
#86,,drop,,#VALUE!,,Мам ну не читай18 808 subscribersBlogs,subscribers,1 post reach
Мам ну не читай18 808 subscribersBlogs,https://tgstat.ru/en/channel/@momdontread/stat,https://tgstat.ru/en/channel/,momdontread/stat,momdontread,stat,18 808,1.8k,269.4
18 808,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,1.8k,269.4,#87
1.8k,,drop,,#VALUE!,,1 post reach,citation index,Insight People27 990 subscribersBlogs
1 post reach,,drop,,#VALUE!,,269.4,#87,27 990
269.4,,drop,,#VALUE!,,citation index,Insight People27 990 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#87,27 990,847
#87,,drop,,#VALUE!,,Insight People27 990 subscribersBlogs,subscribers,1 post reach
Insight People27 990 subscribersBlogs,https://tgstat.ru/en/channel/@InsightPeople/stat,https://tgstat.ru/en/channel/,InsightPeople/stat,InsightPeople,stat,27 990,847,269.2
27 990,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,847,269.2,#88
847,,drop,,#VALUE!,,1 post reach,citation index,СОБЧАК232 628 subscribersBlogs
1 post reach,,drop,,#VALUE!,,269.2,#88,232 628
269.2,,drop,,#VALUE!,,citation index,СОБЧАК232 628 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#88,232 628,148.1k
#88,,drop,,#VALUE!,,СОБЧАК232 628 subscribersBlogs,subscribers,1 post reach
СОБЧАК232 628 subscribersBlogs,https://tgstat.ru/en/channel/@ksbchk/stat,https://tgstat.ru/en/channel/,ksbchk/stat,ksbchk,stat,232 628,148.1k,268.1
232 628,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,148.1k,268.1,#89
148.1k,,drop,,#VALUE!,,1 post reach,citation index,Леся из СТРАНЫ19 229 subscribersBlogs
1 post reach,,drop,,#VALUE!,,268.1,#89,19 229
268.1,,drop,,#VALUE!,,citation index,Леся из СТРАНЫ19 229 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#89,19 229,17.8k
#89,,drop,,#VALUE!,,Леся из СТРАНЫ19 229 subscribersBlogs,subscribers,1 post reach
Леся из СТРАНЫ19 229 subscribersBlogs,https://tgstat.ru/en/channel/@Medvedeva_Olesya/stat,https://tgstat.ru/en/channel/,Medvedeva_Olesya/stat,Medvedeva_Olesya,stat,19 229,17.8k,262.1
19 229,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,17.8k,262.1,#90
17.8k,,drop,,#VALUE!,,1 post reach,citation index,Ковалёв Алексей как река Енисей9 722 subscribersBlogs
1 post reach,,drop,,#VALUE!,,262.1,#90,9 722
262.1,,drop,,#VALUE!,,citation index,Ковалёв Алексей как река Енисей9 722 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#90,9 722,7.4k
#90,,drop,,#VALUE!,,Ковалёв Алексей как река Енисей9 722 subscribersBlogs,subscribers,1 post reach
Ковалёв Алексей как река Енисей9 722 subscribersBlogs,https://tgstat.ru/en/channel/@NoodleRemoverPlus/stat,https://tgstat.ru/en/channel/,NoodleRemoverPlus/stat,NoodleRemoverPlus,stat,9 722,7.4k,258.1
9 722,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,7.4k,258.1,#91
7.4k,,drop,,#VALUE!,,1 post reach,citation index,Norinturm13 691 subscribersBlogs
1 post reach,,drop,,#VALUE!,,258.1,#91,13 691
258.1,,drop,,#VALUE!,,citation index,Norinturm13 691 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#91,13 691,12.9k
#91,,drop,,#VALUE!,,Norinturm13 691 subscribersBlogs,subscribers,1 post reach
Norinturm13 691 subscribersBlogs,https://tgstat.ru/en/channel/@norin_ea/stat,https://tgstat.ru/en/channel/,norin_ea/stat,norin_ea,stat,13 691,12.9k,253.1
13 691,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,12.9k,253.1,#92
12.9k,,drop,,#VALUE!,,1 post reach,citation index,Дневник Лауры Д47 669 subscribersBlogs
1 post reach,,drop,,#VALUE!,,253.1,#92,47 669
253.1,,drop,,#VALUE!,,citation index,Дневник Лауры Д47 669 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#92,47 669,28.6k
#92,,drop,,#VALUE!,,Дневник Лауры Д47 669 subscribersBlogs,subscribers,1 post reach
Дневник Лауры Д47 669 subscribersBlogs,https://tgstat.ru/en/channel/@Lauradjagadiary/stat,https://tgstat.ru/en/channel/,Lauradjagadiary/stat,Lauradjagadiary,stat,47 669,28.6k,251.9
47 669,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,28.6k,251.9,#93
28.6k,,drop,,#VALUE!,,1 post reach,citation index,Умар Кремлев21 527 subscribersBlogs
1 post reach,,drop,,#VALUE!,,251.9,#93,21 527
251.9,,drop,,#VALUE!,,citation index,Умар Кремлев21 527 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#93,21 527,12.5k
#93,,drop,,#VALUE!,,Умар Кремлев21 527 subscribersBlogs,subscribers,1 post reach
Умар Кремлев21 527 subscribersBlogs,https://tgstat.ru/en/channel/@umar_kremlev/stat,https://tgstat.ru/en/channel/,umar_kremlev/stat,umar_kremlev,stat,21 527,12.5k,251.6
21 527,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,12.5k,251.6,#94
12.5k,,drop,,#VALUE!,,1 post reach,citation index,ачё))68 025 subscribersBlogs
1 post reach,,drop,,#VALUE!,,251.6,#94,68 025
251.6,,drop,,#VALUE!,,citation index,ачё))68 025 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#94,68 025,16.8k
#94,,drop,,#VALUE!,,ачё))68 025 subscribersBlogs,subscribers,1 post reach
ачё))68 025 subscribersBlogs,https://tgstat.ru/en/channel/@achexd2/stat,https://tgstat.ru/en/channel/,achexd2/stat,achexd2,stat,68 025,16.8k,250
68 025,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,16.8k,250,#95
16.8k,,drop,,#VALUE!,,1 post reach,citation index,Zommerman6 332 subscribersBlogs
1 post reach,,drop,,#VALUE!,,250,#95,6 332
250,,drop,,#VALUE!,,citation index,Zommerman6 332 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#95,6 332,11k
#95,,drop,,#VALUE!,,Zommerman6 332 subscribersBlogs,subscribers,1 post reach
Zommerman6 332 subscribersBlogs,https://tgstat.ru/en/channel/@sommerman/stat,https://tgstat.ru/en/channel/,sommerman/stat,sommerman,stat,6 332,11k,246.3
6 332,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,11k,246.3,#96
11k,,drop,,#VALUE!,,1 post reach,citation index,Местами4 230 subscribersBlogs
1 post reach,,drop,,#VALUE!,,246.3,#96,4 230
246.3,,drop,,#VALUE!,,citation index,Местами4 230 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#96,4 230,1.3k
#96,,drop,,#VALUE!,,Местами4 230 subscribersBlogs,subscribers,1 post reach
Местами4 230 subscribersBlogs,https://tgstat.ru/en/channel/@mestamedia/stat,https://tgstat.ru/en/channel/,mestamedia/stat,mestamedia,stat,4 230,1.3k,244.5
4 230,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,1.3k,244.5,#97
1.3k,,drop,,#VALUE!,,1 post reach,citation index,СТАС БОМБИТ298 952 subscribersBlogs
1 post reach,,drop,,#VALUE!,,244.5,#97,298 952
244.5,,drop,,#VALUE!,,citation index,СТАС БОМБИТ298 952 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#97,298 952,296k
#97,,drop,,#VALUE!,,СТАС БОМБИТ298 952 subscribersBlogs,subscribers,1 post reach
СТАС БОМБИТ298 952 subscribersBlogs,https://tgstat.ru/en/channel/@ikakprosto/stat,https://tgstat.ru/en/channel/,ikakprosto/stat,ikakprosto,stat,298 952,296k,241.9
298 952,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,296k,241.9,#98
296k,,drop,,#VALUE!,,1 post reach,citation index,Саша Конь29 818 subscribersBlogs
1 post reach,,drop,,#VALUE!,,241.9,#98,29 818
241.9,,drop,,#VALUE!,,citation index,Саша Конь29 818 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#98,29 818,23.4k
#98,,drop,,#VALUE!,,Саша Конь29 818 subscribersBlogs,subscribers,1 post reach
Саша Конь29 818 subscribersBlogs,https://tgstat.ru/en/channel/@sashakon/stat,https://tgstat.ru/en/channel/,sashakon/stat,sashakon,stat,29 818,23.4k,240.5
29 818,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,23.4k,240.5,#99
23.4k,,drop,,#VALUE!,,1 post reach,citation index,Наталия Закхайм35 329 subscribersBlogs
1 post reach,,drop,,#VALUE!,,240.5,#99,35 329
240.5,,drop,,#VALUE!,,citation index,Наталия Закхайм35 329 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#99,35 329,2.9k
#99,,drop,,#VALUE!,,Наталия Закхайм35 329 subscribersBlogs,subscribers,1 post reach
Наталия Закхайм35 329 subscribersBlogs,https://tgstat.ru/en/channel/@n_zackhaim/stat,https://tgstat.ru/en/channel/,n_zackhaim/stat,n_zackhaim,stat,35 329,2.9k,240.4
35 329,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,2.9k,240.4,#100
2.9k,,drop,,#VALUE!,,1 post reach,citation index,канал максима 200411 528 subscribersBlogs
1 post reach,,drop,,#VALUE!,,240.4,#100,11 528
240.4,,drop,,#VALUE!,,citation index,канал максима 200411 528 subscribersBlogs,subscribers
citation index,,drop,,#VALUE!,,#100,11 528,2.2k
#100,,drop,,#VALUE!,,канал максима 200411 528 subscribersBlogs,subscribers,1 post reach
канал максима 200411 528 subscribersBlogs,https://tgstat.ru/en/channel/@maxim2004live/stat,https://tgstat.ru/en/channel/,maxim2004live/stat,maxim2004live,stat,11 528,2.2k,239.8
11 528,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,2.2k,239.8,Пул N3274 892 subscribersPolitics
2.2k,,drop,,#VALUE!,,1 post reach,citation index,274 892
1 post reach,,drop,,#VALUE!,,239.8,Пул N3274 892 subscribersPolitics,subscribers
239.8,,drop,,#VALUE!,,citation index,274 892,166.7k
citation index,,drop,,#VALUE!,,Пул N3274 892 subscribersPolitics,subscribers,1 post reach
Пул N3274 892 subscribersPolitics,https://tgstat.ru/en/channel/@dimsmirnov175/stat,https://tgstat.ru/en/channel/,dimsmirnov175/stat,dimsmirnov175,stat,274 892,166.7k,5 634.1
274 892,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,166.7k,5 634.1,#2
166.7k,,drop,,#VALUE!,,1 post reach,citation index,BRIEF314 398 subscribersPolitics
1 post reach,,drop,,#VALUE!,,5 634.1,#2,314 398
5 634.1,,drop,,#VALUE!,,citation index,BRIEF314 398 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#2,314 398,79.4k
#2,,drop,,#VALUE!,,BRIEF314 398 subscribersPolitics,subscribers,1 post reach
BRIEF314 398 subscribersPolitics,https://tgstat.ru/en/channel/@rusbrief/stat,https://tgstat.ru/en/channel/,rusbrief/stat,rusbrief,stat,314 398,79.4k,4 811.4
314 398,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,79.4k,4 811.4,#3
79.4k,,drop,,#VALUE!,,1 post reach,citation index,НЕЗЫГАРЬ383 079 subscribersPolitics
1 post reach,,drop,,#VALUE!,,4 811.4,#3,383 079
4 811.4,,drop,,#VALUE!,,citation index,НЕЗЫГАРЬ383 079 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#3,383 079,66.3k
#3,,drop,,#VALUE!,,НЕЗЫГАРЬ383 079 subscribersPolitics,subscribers,1 post reach
НЕЗЫГАРЬ383 079 subscribersPolitics,https://tgstat.ru/en/channel/@russica2/stat,https://tgstat.ru/en/channel/,russica2/stat,russica2,stat,383 079,66.3k,4 698.7
383 079,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,66.3k,4 698.7,#4
66.3k,,drop,,#VALUE!,,1 post reach,citation index,СОЛОВЬЁВ1 385 522 subscribersPolitics
1 post reach,,drop,,#VALUE!,,4 698.7,#4,1 385 522
4 698.7,,drop,,#VALUE!,,citation index,СОЛОВЬЁВ1 385 522 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#4,1 385 522,384.3k
#4,,drop,,#VALUE!,,СОЛОВЬЁВ1 385 522 subscribersPolitics,subscribers,1 post reach
СОЛОВЬЁВ1 385 522 subscribersPolitics,https://tgstat.ru/en/channel/@SolovievLive/stat,https://tgstat.ru/en/channel/,SolovievLive/stat,SolovievLive,stat,1 385 522,384.3k,4 356.3
1 385 522,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,384.3k,4 356.3,#5
384.3k,,drop,,#VALUE!,,1 post reach,citation index,Kadyrov_953 026 190 subscribersPolitics
1 post reach,,drop,,#VALUE!,,4 356.3,#5,3 026 190
4 356.3,,drop,,#VALUE!,,citation index,Kadyrov_953 026 190 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#5,3 026 190,1.2m
#5,,drop,,#VALUE!,,Kadyrov_953 026 190 subscribersPolitics,subscribers,1 post reach
Kadyrov_953 026 190 subscribersPolitics,https://tgstat.ru/en/channel/@RKadyrov_95/stat,https://tgstat.ru/en/channel/,RKadyrov_95/stat,RKadyrov_95,stat,3 026 190,1.2m,4 105.7
3 026 190,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,1.2m,4 105.7,#6
1.2m,,drop,,#VALUE!,,1 post reach,citation index,Рыбарь1 115 041 subscribersPolitics
1 post reach,,drop,,#VALUE!,,4 105.7,#6,1 115 041
4 105.7,,drop,,#VALUE!,,citation index,Рыбарь1 115 041 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#6,1 115 041,525.7k
#6,,drop,,#VALUE!,,Рыбарь1 115 041 subscribersPolitics,subscribers,1 post reach
Рыбарь1 115 041 subscribersPolitics,https://tgstat.ru/en/channel/@rybar/stat,https://tgstat.ru/en/channel/,rybar/stat,rybar,stat,1 115 041,525.7k,3 826.6
1 115 041,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,525.7k,3 826.6,#7
525.7k,,drop,,#VALUE!,,1 post reach,citation index,Colonelcassad818 871 subscribersPolitics
1 post reach,,drop,,#VALUE!,,3 826.6,#7,818 871
3 826.6,,drop,,#VALUE!,,citation index,Colonelcassad818 871 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#7,818 871,388.4k
#7,,drop,,#VALUE!,,Colonelcassad818 871 subscribersPolitics,subscribers,1 post reach
Colonelcassad818 871 subscribersPolitics,https://tgstat.ru/en/channel/@boris_rozhin/stat,https://tgstat.ru/en/channel/,boris_rozhin/stat,boris_rozhin,stat,818 871,388.4k,3 814.0
818 871,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,388.4k,3 814.0,#8
388.4k,,drop,,#VALUE!,,1 post reach,citation index,Выпускайте Z Кракена!292 171 subscribersPolitics
1 post reach,,drop,,#VALUE!,,3 814.0,#8,292 171
3 814.0,,drop,,#VALUE!,,citation index,Выпускайте Z Кракена!292 171 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#8,292 171,91.8k
#8,,drop,,#VALUE!,,Выпускайте Z Кракена!292 171 subscribersPolitics,subscribers,1 post reach
Выпускайте Z Кракена!292 171 subscribersPolitics,https://tgstat.ru/en/channel/@rlz_the_kraken/stat,https://tgstat.ru/en/channel/,rlz_the_kraken/stat,rlz_the_kraken,stat,292 171,91.8k,3 735.5
292 171,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,91.8k,3 735.5,#9
91.8k,,drop,,#VALUE!,,1 post reach,citation index,Оперативные сводки629 547 subscribersPolitics
1 post reach,,drop,,#VALUE!,,3 735.5,#9,629 547
3 735.5,,drop,,#VALUE!,,citation index,Оперативные сводки629 547 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#9,629 547,259.4k
#9,,drop,,#VALUE!,,Оперативные сводки629 547 subscribersPolitics,subscribers,1 post reach
Оперативные сводки629 547 subscribersPolitics,https://tgstat.ru/en/channel/@opersvodki/stat,https://tgstat.ru/en/channel/,opersvodki/stat,opersvodki,stat,629 547,259.4k,3 734.2
629 547,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,259.4k,3 734.2,#10
259.4k,,drop,,#VALUE!,,1 post reach,citation index,Кремлёвская прачка256 858 subscribersPolitics
1 post reach,,drop,,#VALUE!,,3 734.2,#10,256 858
3 734.2,,drop,,#VALUE!,,citation index,Кремлёвская прачка256 858 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#10,256 858,267.4k
#10,,drop,,#VALUE!,,Кремлёвская прачка256 858 subscribersPolitics,subscribers,1 post reach
Кремлёвская прачка256 858 subscribersPolitics,https://tgstat.ru/en/channel/@kremlinprachka/stat,https://tgstat.ru/en/channel/,kremlinprachka/stat,kremlinprachka,stat,256 858,267.4k,3 665.4
256 858,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,267.4k,3 665.4,#11
267.4k,,drop,,#VALUE!,,1 post reach,citation index,ВЧК-ОГПУ524 017 subscribersPolitics
1 post reach,,drop,,#VALUE!,,3 665.4,#11,524 017
3 665.4,,drop,,#VALUE!,,citation index,ВЧК-ОГПУ524 017 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#11,524 017,217.3k
#11,,drop,,#VALUE!,,ВЧК-ОГПУ524 017 subscribersPolitics,subscribers,1 post reach
ВЧК-ОГПУ524 017 subscribersPolitics,https://tgstat.ru/en/channel/@vchkogpu/stat,https://tgstat.ru/en/channel/,vchkogpu/stat,vchkogpu,stat,524 017,217.3k,3 625.4
524 017,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,217.3k,3 625.4,#12
217.3k,,drop,,#VALUE!,,1 post reach,citation index,Операция Z: Военкоры Русской Весны1 151 369 subscribersPolitics
1 post reach,,drop,,#VALUE!,,3 625.4,#12,1 151 369
3 625.4,,drop,,#VALUE!,,citation index,Операция Z: Военкоры Русской Весны1 151 369 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#12,1 151 369,480.8k
#12,,drop,,#VALUE!,,Операция Z: Военкоры Русской Весны1 151 369 subscribersPolitics,subscribers,1 post reach
Операция Z: Военкоры Русской Весны1 151 369 subscribersPolitics,https://tgstat.ru/en/channel/@RVvoenkor/stat,https://tgstat.ru/en/channel/,RVvoenkor/stat,RVvoenkor,stat,1 151 369,480.8k,3 494.5
